employee_id,name,department,role_type,manager_id,salary,joining_date,region,performance_score
5074,Nicole Rhodes,Dept_10,IC,394.0,104301,2022-02-20,APAC,4.57
5075,Evelyn Pena,Dept_21,IC,63.0,101926,2025-10-28,EU,3.66
5076,Steven Adkins,Dept_48,IC,165.0,54570,2023-05-10,EU,3.64
5077,Dalton King,Dept_29,IC,40.0,104576,2023-03-03,India,4.42
5078,Tricia Mayo,Dept_15,IC,69.0,117630,2023-05-06,India,4.3
5079,Sara Peters,Dept_33,IC,255.0,52905,2021-04-29,India,3.09
5080,Jessica Jennings,Dept_25,IC,80.0,45978,2024-11-25,APAC,2.48
5081,Veronica Knight,Dept_25,IC,376.0,42472,2024-08-31,EU,2.89
5082,Cathy Pope,Dept_28,IC,150.0,88471,2024-12-18,India,3.27
5083,Kimberly Powell,Dept_30,IC,237.0,58526,2024-07-29,US,3.07
5084,Matthew Taylor,Dept_7,IC,227.0,43580,2023-06-25,APAC,2.61
5085,Patrick Hernandez,Dept_33,IC,424.0,100797,2022-05-05,US,3.08
5086,Derrick Nguyen,Dept_17,IC,413.0,103004,2025-09-26,EU,3.44
5087,Brian Gutierrez,Dept_4,IC,371.0,68378,2025-05-27,US,3.46
5088,Sarah Hughes,Dept_15,IC,158.0,109478,2021-07-09,US,4.33
5089,Marc Bass,Dept_29,IC,455.0,78863,2025-10-17,US,4.52
5090,Christopher Fox,Dept_21,IC,258.0,100164,2021-05-25,EU,3.15
5091,Matthew Blake,Dept_37,IC,83.0,62643,2025-02-10,India,2.78
5092,Michael Ali,Dept_26,IC,385.0,109216,2022-05-04,APAC,4.94
5093,Jared Moreno,Dept_29,IC,458.0,64371,2024-02-21,India,4.99
5094,Renee Reyes,Dept_27,IC,230.0,96178,2023-02-17,India,2.41
5095,Rebecca Franco,Dept_42,IC,229.0,89446,2023-04-18,EU,2.43
5096,Mary Carrillo,Dept_5,IC,485.0,67069,2022-02-20,India,2.62
5097,Lynn Lopez,Dept_26,IC,281.0,102375,2024-02-07,APAC,4.07
5098,Mr. Douglas Johnson,Dept_39,IC,184.0,56433,2024-08-09,EU,4.68
5099,Paula Decker,Dept_47,IC,221.0,106053,2024-11-27,APAC,3.82
5100,Carolyn Young,Dept_43,IC,209.0,43959,2024-06-24,India,3.55
5101,John Miller,Dept_34,IC,480.0,91561,2023-10-15,EU,2.53
5102,Joy Contreras,Dept_22,IC,356.0,88564,2025-04-03,EU,2.78
5103,William Warren,Dept_2,IC,178.0,108790,2025-01-10,EU,3.42
5104,Dwayne Simon,Dept_27,IC,296.0,50984,2021-08-26,India,3.79
5105,Steven Garza,Dept_28,IC,231.0,73734,2025-07-01,US,2.94
5106,William Jackson,Dept_42,IC,350.0,82161,2024-07-10,APAC,3.35
5107,Samantha Carey,Dept_31,IC,378.0,105561,2023-02-06,APAC,3.5
5108,Matthew Simmons,Dept_23,IC,174.0,73382,2024-12-27,EU,3.31
5109,Hannah Kim,Dept_38,IC,40.0,43620,2023-11-03,EU,4.49
5110,Joshua Williams,Dept_17,IC,270.0,59288,2022-08-02,EU,3.43
5111,Luis Weber,Dept_26,IC,441.0,57070,2025-09-11,APAC,4.19
5112,Thomas Yoder,Dept_4,IC,93.0,63077,2025-06-29,EU,4.83
5113,Brenda Brooks,Dept_31,IC,76.0,53538,2023-08-23,US,4.28
5114,Leonard Oneal,Dept_30,IC,428.0,88626,2021-06-25,APAC,3.28
5115,Morgan Gutierrez,Dept_32,IC,62.0,53973,2022-07-02,APAC,2.49
5116,Gabriel Johnson,Dept_19,IC,400.0,60658,2024-12-03,India,2.34
5117,Noah Mcdonald,Dept_36,IC,138.0,92972,2023-07-28,EU,2.1
5118,Michael Flores,Dept_7,IC,90.0,95683,2021-11-07,US,2.62
5119,Bryce Ibarra,Dept_12,IC,439.0,64534,2022-08-22,US,4.7
5120,Mr. Brian Morgan,Dept_27,IC,383.0,114532,2024-04-19,US,2.29
5121,Kenneth Morgan,Dept_18,IC,456.0,64167,2025-06-07,APAC,2.81
5122,Joseph Lee,Dept_5,IC,425.0,47936,2022-09-06,APAC,3.64
5123,Darlene Butler,Dept_5,IC,445.0,99058,2022-10-22,APAC,4.65
5124,Christopher Taylor,Dept_2,IC,389.0,68316,2021-04-13,US,3.2
5125,Rachel Carrillo,Dept_29,IC,100.0,45156,2021-03-27,India,4.06
5126,Norman Gonzalez,Dept_3,IC,482.0,78168,2023-08-09,EU,2.63
5127,Taylor Bryant,Dept_30,IC,212.0,64056,2021-08-04,India,4.75
5128,Sandra Perry,Dept_37,IC,193.0,69343,2025-05-19,US,4.59
5129,Thomas Lewis,Dept_11,IC,226.0,113819,2021-04-17,India,4.35
5130,Derek Barrera,Dept_16,IC,222.0,112772,2021-05-05,US,3.62
5131,Elizabeth Kirk,Dept_37,IC,491.0,44261,2023-06-09,APAC,4.27
5132,Amy Garcia MD,Dept_17,IC,167.0,47977,2023-10-18,EU,4.64
5133,Jordan David,Dept_47,IC,316.0,112095,2022-12-03,India,2.33
5134,Thomas Holland,Dept_15,IC,310.0,119260,2025-03-25,EU,2.38
5135,Cynthia Gonzales,Dept_11,IC,359.0,104652,2023-10-01,EU,3.62
5136,Philip Brady,Dept_11,IC,45.0,115050,2021-02-21,US,4.47
5137,Allen Cross,Dept_23,IC,114.0,46259,2022-05-08,India,4.92
5138,Courtney Smith,Dept_28,IC,289.0,47798,2022-03-28,EU,4.49
5139,John Moss,Dept_27,IC,368.0,99318,2021-06-24,APAC,3.94
5140,Charles Ball,Dept_11,IC,422.0,99456,2025-03-30,EU,3.66
5141,William Collins,Dept_23,IC,156.0,66923,2022-07-02,APAC,2.79
5142,Scott James,Dept_41,IC,384.0,116858,2023-12-13,India,2.07
5143,Jenna Juarez,Dept_1,IC,371.0,106278,2025-12-12,APAC,2.9
5144,Russell Nichols,Dept_27,IC,2.0,104901,2023-12-01,India,4.26
5145,Aaron Smith,Dept_2,IC,434.0,62235,2021-07-18,US,3.64
5146,John Whitney,Dept_46,IC,341.0,53537,2025-08-29,EU,3.79
5147,Erin Nichols,Dept_12,IC,85.0,50191,2025-03-12,India,4.33
5148,Courtney Andrews,Dept_20,IC,484.0,71220,2023-04-25,US,2.84
5149,William Walker,Dept_37,IC,278.0,44534,2024-09-20,EU,2.52
5150,Heather Fox,Dept_23,IC,81.0,65221,2023-05-13,EU,2.62
5151,Anthony Jackson,Dept_11,IC,4.0,72070,2023-01-11,India,2.2
5152,Julia Wells,Dept_24,IC,79.0,83435,2021-09-13,India,4.56
5153,Annette Parker,Dept_8,IC,31.0,69654,2025-01-31,India,2.85
5154,Brian Brock,Dept_46,IC,408.0,44376,2025-09-07,EU,4.57
5155,Felicia House,Dept_33,IC,298.0,112664,2022-04-13,India,4.09
5156,Wendy Santos,Dept_40,IC,107.0,65380,2023-10-10,EU,2.58
5157,Kevin Blackburn,Dept_19,IC,84.0,72281,2023-02-24,APAC,4.76
5158,Erin Beasley,Dept_28,IC,304.0,57335,2021-05-06,US,4.44
5159,William Reid,Dept_23,IC,14.0,113967,2025-04-30,EU,2.37
5160,Matthew Morris,Dept_18,IC,426.0,75418,2024-08-25,US,2.49
5161,William Thomas,Dept_4,IC,297.0,98239,2024-12-24,India,4.25
5162,Tracy Blair,Dept_21,IC,202.0,118793,2024-04-27,EU,4.85
5163,Jeffrey Thomas,Dept_10,IC,61.0,71814,2023-07-26,APAC,3.2
5164,Charlene Weber,Dept_31,IC,39.0,100265,2024-06-23,India,3.76
5165,Pamela Miller,Dept_11,IC,143.0,48593,2025-01-05,US,3.15
5166,Grace Jackson,Dept_50,IC,305.0,75153,2025-08-14,US,3.7
5167,Oscar Jones,Dept_29,IC,462.0,84813,2023-02-18,US,3.76
5168,Margaret Barajas,Dept_26,IC,93.0,98502,2025-11-14,US,4.11
5169,Doris Russell,Dept_31,IC,52.0,88808,2023-05-25,EU,4.17
5170,Scott Mcgrath,Dept_28,IC,66.0,75922,2022-03-30,APAC,2.96
5171,Sharon Lester,Dept_33,IC,342.0,92250,2024-04-03,India,3.15
5172,Amanda Perez,Dept_10,IC,460.0,43329,2026-01-23,APAC,2.36
5173,Leslie Burke,Dept_50,IC,415.0,69958,2024-08-20,US,2.01
5174,Gary Carter,Dept_11,IC,304.0,109867,2021-12-30,India,2.95
5175,George Allen,Dept_18,IC,71.0,48006,2025-04-15,EU,2.5
5176,Catherine Long,Dept_5,IC,55.0,86377,2022-04-09,EU,4.58
5177,Kyle Watkins,Dept_1,IC,182.0,81654,2022-03-11,US,2.81
5178,Jeremy West,Dept_50,IC,369.0,58294,2024-07-14,US,3.75
5179,Benjamin Smith,Dept_20,IC,54.0,71164,2024-09-02,US,3.55
5180,Justin Coffey,Dept_32,IC,227.0,117500,2025-09-25,APAC,3.91
5181,Daniel Rosario,Dept_30,IC,134.0,119359,2025-10-23,EU,3.12
5182,Bradley Richmond,Dept_17,IC,380.0,57208,2023-08-18,EU,4.91
5183,Daniel Mejia,Dept_35,IC,257.0,70967,2023-12-22,India,3.88
5184,Courtney Campbell,Dept_21,IC,346.0,110739,2022-09-10,US,3.77
5185,Gary Jarvis,Dept_1,IC,377.0,79650,2021-02-13,APAC,3.48
5186,Marie Miller MD,Dept_32,IC,221.0,90096,2024-02-16,EU,4.88
5187,Joshua Gomez,Dept_16,IC,451.0,62302,2022-12-18,APAC,3.06
5188,Jason Rivera,Dept_40,IC,184.0,47492,2025-08-26,EU,3.02
5189,Michael Anderson,Dept_35,IC,367.0,77989,2022-01-25,APAC,2.82
5190,Kevin Jenkins,Dept_34,IC,453.0,83718,2025-08-14,India,4.21
5191,Christine Ferguson,Dept_13,IC,272.0,110973,2024-11-28,EU,4.92
5192,Alex Medina,Dept_45,IC,165.0,97310,2022-04-07,APAC,2.4
5193,Michael Anderson,Dept_12,IC,404.0,42357,2025-07-07,India,3.19
5194,James Young,Dept_43,IC,65.0,116611,2025-03-15,EU,3.09
5195,Heather Lewis,Dept_14,IC,474.0,81796,2021-07-14,India,2.24
5196,Jessica Young,Dept_26,IC,300.0,62121,2025-01-20,EU,2.52
5197,Amanda Johnson,Dept_23,IC,446.0,41130,2022-10-30,US,3.6
5198,Brian Duffy,Dept_47,IC,181.0,93180,2023-03-08,EU,4.27
5199,Mr. Thomas Nelson,Dept_29,IC,154.0,62557,2025-06-03,APAC,2.57
5200,James Simpson,Dept_17,IC,390.0,63629,2024-08-23,US,2.27
5201,Michael Mccall,Dept_11,IC,485.0,61302,2025-07-07,EU,4.77
5202,Aaron Nichols,Dept_19,IC,45.0,114675,2024-09-04,EU,3.78
5203,Benjamin Morgan,Dept_1,IC,404.0,119362,2022-04-28,APAC,3.18
5204,Martin Crawford,Dept_45,IC,426.0,98115,2025-09-08,US,2.4
5205,Aaron Love,Dept_1,IC,205.0,74377,2024-02-15,India,4.48
5206,John James,Dept_38,IC,27.0,87357,2023-09-10,APAC,2.58
5207,Sydney Lawrence,Dept_31,IC,35.0,77360,2025-11-14,US,2.06
5208,William Wilkerson,Dept_40,IC,119.0,49813,2025-08-10,US,4.21
5209,Jill Hood DVM,Dept_37,IC,44.0,68784,2023-01-09,EU,3.11
5210,Heather Costa,Dept_35,IC,103.0,63283,2026-01-25,EU,2.48
5211,David Vaughan,Dept_30,IC,429.0,52274,2025-10-01,US,4.85
5212,Amy Perry,Dept_25,IC,114.0,40758,2025-01-24,US,3.26
5213,Gary Juarez,Dept_34,IC,11.0,58817,2022-03-08,APAC,3.46
5214,Patricia Davis,Dept_21,IC,20.0,92425,2022-05-09,India,3.2
5215,Jason Cook,Dept_44,IC,473.0,94786,2023-03-25,US,3.42
5216,Michele Smith,Dept_9,IC,224.0,91238,2023-03-22,India,2.66
5217,Danielle Lee,Dept_46,IC,270.0,86397,2021-12-18,US,2.04
5218,Anna Moss,Dept_15,IC,167.0,100690,2022-08-15,EU,2.6
5219,Jessica Oneill,Dept_6,IC,217.0,98286,2024-04-30,APAC,3.98
5220,Nathan Harper,Dept_15,IC,439.0,54591,2022-07-24,EU,4.95
5221,Emily Miller,Dept_13,IC,454.0,93787,2024-11-11,US,2.04
5222,Tammy Smith,Dept_40,IC,480.0,73944,2024-07-07,India,4.14
5223,Brooke Hernandez,Dept_28,IC,495.0,79278,2023-08-31,EU,4.82
5224,Eric Bradshaw,Dept_7,IC,367.0,90998,2025-02-26,India,2.83
5225,Katherine Yang,Dept_19,IC,419.0,55244,2025-07-16,EU,3.38
5226,Jasmine Meadows,Dept_31,IC,238.0,90903,2025-04-30,India,3.43
5227,Chad Patel,Dept_49,IC,216.0,44147,2023-01-02,APAC,4.58
5228,Melissa Green,Dept_17,IC,107.0,119220,2025-05-08,India,2.54
5229,Louis Padilla,Dept_3,IC,500.0,76365,2023-06-30,APAC,4.43
5230,Tyler Roberts,Dept_21,IC,243.0,84588,2025-07-24,US,3.53
5231,Joyce Simon,Dept_2,IC,226.0,51343,2022-11-25,APAC,3.86
5232,Christine Johnson,Dept_13,IC,290.0,62601,2024-11-19,India,4.09
5233,Christopher Yang,Dept_11,IC,22.0,77621,2022-01-03,EU,3.34
5234,Rachel Anderson,Dept_50,IC,137.0,75038,2022-04-29,US,4.31
5235,Michelle Prince,Dept_15,IC,87.0,75214,2023-09-06,India,3.29
5236,Joshua Klein,Dept_13,IC,172.0,105664,2023-12-11,APAC,3.72
5237,Laura Dixon,Dept_37,IC,230.0,41412,2023-12-18,EU,3.08
5238,Jacob Morgan,Dept_50,IC,151.0,110263,2025-05-30,India,4.24
5239,Susan Ray,Dept_49,IC,194.0,57932,2025-06-20,APAC,3.68
5240,Russell Ray,Dept_18,IC,22.0,101290,2023-02-20,EU,2.59
5241,Gary King,Dept_47,IC,223.0,74894,2023-11-29,US,3.96
5242,David Sanders,Dept_1,IC,491.0,118069,2022-05-03,India,2.68
5243,Melissa Cruz,Dept_22,IC,448.0,81019,2024-06-21,APAC,4.23
5244,Charles Cooper,Dept_12,IC,138.0,51976,2024-03-06,APAC,4.18
5245,John Bryant,Dept_21,IC,121.0,117328,2025-11-06,US,4.51
5246,Clinton James,Dept_38,IC,17.0,68884,2025-03-24,APAC,3.6
5247,Peter Sanchez,Dept_44,IC,135.0,96012,2024-05-22,US,2.91
5248,Michelle Chan,Dept_42,IC,434.0,93813,2024-01-12,US,2.88
5249,Jeffrey Harris,Dept_33,IC,234.0,108491,2021-11-23,India,2.83
5250,Mary King,Dept_4,IC,235.0,91928,2021-10-08,APAC,2.25
5251,Jeanette Hopkins,Dept_29,IC,386.0,86059,2023-06-26,APAC,2.77
5252,Lauren Williams,Dept_30,IC,213.0,57219,2021-12-26,APAC,4.27
5253,David Barton,Dept_36,IC,207.0,48800,2025-02-08,India,3.98
5254,Krystal Foster,Dept_45,IC,452.0,51420,2025-04-20,India,4.45
5255,Daniel Merritt,Dept_39,IC,383.0,114875,2024-08-16,US,4.82
5256,Todd Bowman,Dept_29,IC,77.0,102308,2024-10-10,EU,3.73
5257,Jesse Leblanc,Dept_1,IC,57.0,107767,2026-01-04,India,3.0
5258,Shelby Brown,Dept_30,IC,358.0,113675,2022-02-24,APAC,2.06
5259,Kristen Phillips,Dept_16,IC,500.0,87623,2025-05-21,APAC,4.26
5260,Derrick Thompson,Dept_3,IC,220.0,84231,2023-10-08,US,2.68
5261,Edward Manning,Dept_29,IC,127.0,74997,2023-07-30,APAC,3.78
5262,Thomas Jones,Dept_14,IC,126.0,43545,2025-12-04,APAC,3.45
5263,Tina Nicholson,Dept_43,IC,226.0,67654,2025-11-03,US,4.45
5264,Steven Harper,Dept_45,IC,242.0,55760,2023-11-29,EU,2.55
5265,Michael Aguilar,Dept_27,IC,94.0,93780,2024-08-14,APAC,4.73
5266,Brian Williams,Dept_18,IC,329.0,50653,2021-11-25,US,4.31
5267,Mrs. Caroline Adams DVM,Dept_33,IC,232.0,106462,2024-02-21,APAC,2.99
5268,Juan Gutierrez,Dept_49,IC,258.0,83186,2023-07-29,US,3.16
5269,Samantha Roberts,Dept_14,IC,385.0,115057,2024-11-25,APAC,2.61
5270,David Alexander,Dept_11,IC,349.0,107506,2022-12-14,APAC,4.96
5271,Angela Chan,Dept_48,IC,13.0,81276,2021-10-29,India,4.54
5272,Jacob Le,Dept_43,IC,433.0,79673,2024-06-18,EU,2.42
5273,Jane Rhodes,Dept_45,IC,61.0,99691,2021-10-13,US,2.79
5274,Alexander Smith,Dept_36,IC,439.0,95389,2021-07-24,US,3.64
5275,Nancy Blankenship,Dept_44,IC,206.0,98036,2024-12-02,US,3.22
5276,Dr. Amber West,Dept_12,IC,106.0,48020,2023-11-28,US,3.21
5277,Cheryl Bridges,Dept_37,IC,84.0,41943,2021-09-16,APAC,2.57
5278,Diane Jackson,Dept_38,IC,415.0,116199,2023-01-20,EU,4.3
5279,Eduardo Hall,Dept_40,IC,261.0,50497,2022-08-06,EU,3.47
5280,Carolyn Edwards,Dept_10,IC,288.0,94877,2024-08-08,India,4.9
5281,Anita Huffman,Dept_14,IC,394.0,70589,2021-04-12,APAC,2.27
5282,Jerome Matthews,Dept_1,IC,378.0,109978,2025-12-05,APAC,4.47
5283,Chelsea Morgan,Dept_40,IC,158.0,74395,2021-10-15,EU,3.22
5284,Mark Mckenzie,Dept_11,IC,150.0,43959,2023-06-09,EU,4.15
5285,Thomas Kemp,Dept_35,IC,303.0,70725,2023-07-19,US,4.02
5286,Philip Campbell,Dept_21,IC,122.0,79647,2024-07-04,US,2.34
5287,Hayley Rush,Dept_50,IC,184.0,114131,2021-10-24,APAC,3.35
5288,John Kelly,Dept_39,IC,195.0,63544,2022-12-16,US,3.85
5289,Matthew Mueller,Dept_35,IC,420.0,97565,2024-05-18,EU,2.01
5290,Gregory Oneal,Dept_39,IC,133.0,109533,2025-05-10,EU,4.88
5291,Scott West,Dept_15,IC,140.0,113585,2023-07-06,India,3.98
5292,Jamie Chambers,Dept_4,IC,126.0,59228,2024-12-05,US,3.4
5293,Pamela Morris,Dept_8,IC,276.0,94301,2022-07-05,APAC,3.51
5294,Emma Nunez,Dept_1,IC,475.0,90641,2024-04-12,APAC,4.86
5295,John Scott,Dept_43,IC,139.0,69070,2025-04-29,US,3.03
5296,Jeremy Wolfe,Dept_34,IC,331.0,116008,2024-12-26,US,2.31
5297,Justin Alexander,Dept_17,IC,334.0,116142,2022-06-06,EU,4.7
5298,Kayla Mercado,Dept_33,IC,335.0,52209,2025-03-28,India,2.0
5299,Jeremy Mahoney,Dept_29,IC,482.0,46079,2022-07-15,US,3.43
5300,Hailey Nelson,Dept_39,IC,480.0,60457,2023-01-29,APAC,3.89
5301,Samuel Harris,Dept_29,IC,22.0,46281,2025-06-03,EU,2.09
5302,Larry Warren,Dept_35,IC,323.0,44121,2025-07-14,US,3.36
5303,Gregg Weber,Dept_10,IC,206.0,109296,2025-03-15,EU,3.8
5304,Linda Herman,Dept_36,IC,213.0,62787,2021-10-06,India,4.5
5305,Jasmine Hickman,Dept_34,IC,432.0,82762,2026-02-04,US,3.98
5306,April Hawkins,Dept_30,IC,10.0,59307,2021-03-26,India,4.85
5307,Jacqueline King,Dept_42,IC,95.0,101201,2023-08-09,India,2.27
5308,Jose Herman,Dept_35,IC,215.0,40286,2025-06-17,APAC,4.81
5309,Cynthia Porter,Dept_8,IC,351.0,118622,2024-06-17,APAC,4.58
5310,Lawrence Johnson,Dept_31,IC,88.0,93234,2021-10-02,APAC,2.4
5311,Laura Vaughn,Dept_3,IC,286.0,109518,2022-12-02,EU,4.52
5312,Grace Wilson,Dept_40,IC,123.0,55734,2021-11-18,APAC,2.17
5313,John Garcia,Dept_12,IC,388.0,95217,2025-07-02,EU,4.02
5314,Candice Willis,Dept_17,IC,452.0,76780,2024-02-02,India,2.66
5315,Benjamin Kelley,Dept_39,IC,412.0,90002,2024-08-26,EU,3.93
5316,Sarah Morales,Dept_34,IC,172.0,103511,2024-02-14,US,2.24
5317,Patricia Stafford,Dept_48,IC,6.0,78697,2023-05-11,EU,2.89
5318,Vanessa Romero,Dept_24,IC,337.0,68173,2023-03-31,APAC,3.79
5319,Jill Caldwell,Dept_6,IC,300.0,60474,2022-09-25,EU,3.38
5320,Adam Day,Dept_1,IC,128.0,63938,2023-01-19,India,3.71
5321,Austin Rivera,Dept_46,IC,208.0,47706,2025-05-31,EU,3.83
5322,Scott Cook,Dept_49,IC,333.0,98832,2022-07-04,US,2.4
5323,Amber Adams,Dept_19,IC,387.0,71756,2023-05-16,APAC,2.95
5324,Daniel Colon,Dept_49,IC,433.0,80414,2025-02-03,US,3.06
5325,Elizabeth Kim,Dept_45,IC,114.0,95694,2026-01-07,India,3.5
5326,Robert Harrison,Dept_45,IC,41.0,109833,2024-06-19,APAC,4.37
5327,Marco Mckenzie,Dept_18,IC,399.0,42132,2025-04-23,EU,4.62
5328,Joan Walsh,Dept_45,IC,424.0,75648,2022-06-30,EU,2.36
5329,Sarah Wells,Dept_46,IC,448.0,114705,2024-02-21,APAC,4.99
5330,Billy Moran,Dept_34,IC,128.0,88423,2025-03-06,India,4.82
5331,Ashley Smith,Dept_27,IC,205.0,59958,2023-03-24,EU,4.88
5332,Steven Summers,Dept_28,IC,119.0,45038,2024-12-12,APAC,3.21
5333,Thomas Lindsey,Dept_39,IC,238.0,109329,2023-09-19,APAC,2.85
5334,Isaac Perry,Dept_9,IC,38.0,88867,2021-08-03,India,3.7
5335,Tammy Sutton,Dept_43,IC,249.0,62830,2021-04-24,EU,4.25
5336,Sarah Michael,Dept_17,IC,488.0,64378,2022-03-11,APAC,2.55
5337,Robert Ayala,Dept_27,IC,493.0,113882,2021-09-23,EU,2.03
5338,John Gonzales,Dept_26,IC,214.0,49525,2024-04-11,APAC,4.85
5339,Rickey Caldwell,Dept_38,IC,292.0,93501,2022-09-18,EU,2.57
5340,Angela Allen,Dept_25,IC,177.0,119989,2022-04-12,EU,3.76
5341,Richard Williams,Dept_39,IC,378.0,111848,2022-06-04,EU,2.65
5342,Cassandra Vincent,Dept_36,IC,385.0,102581,2026-01-07,APAC,3.67
5343,Derrick Wallace,Dept_46,IC,238.0,104937,2023-05-02,APAC,3.83
5344,Mark Hunt II,Dept_50,IC,191.0,96862,2023-06-30,US,2.9
5345,Charles Hansen,Dept_17,IC,127.0,108837,2023-04-10,EU,2.15
5346,James Baker,Dept_17,IC,486.0,119692,2023-06-10,EU,2.29
5347,Mr. Adam Johnson,Dept_39,IC,103.0,109190,2022-02-08,EU,4.93
5348,Jessica Walker,Dept_6,IC,307.0,60284,2024-09-27,EU,3.21
5349,Lauren Sosa,Dept_1,IC,16.0,48716,2023-07-13,India,2.89
5350,Lisa Oneal,Dept_43,IC,335.0,101133,2023-09-05,APAC,2.44
5351,Misty Aguilar,Dept_47,IC,316.0,48826,2022-10-09,India,4.22
5352,Zachary Dudley,Dept_15,IC,339.0,44424,2022-07-29,India,4.19
5353,Michelle Richardson,Dept_5,IC,289.0,68537,2023-08-20,India,2.35
5354,Sherri Valentine,Dept_34,IC,105.0,115354,2021-09-29,APAC,2.96
5355,Ricky Malone,Dept_41,IC,462.0,111246,2021-04-23,APAC,2.4
5356,Jerry Reed,Dept_40,IC,303.0,110798,2023-01-12,APAC,3.93
5357,John Fleming,Dept_43,IC,427.0,90298,2025-11-28,India,2.48
5358,Katherine Smith,Dept_43,IC,403.0,57751,2023-12-15,India,4.73
5359,Lori Nelson,Dept_40,IC,169.0,59835,2025-02-19,US,3.56
5360,Chad Herring,Dept_22,IC,120.0,70425,2022-11-16,US,3.71
5361,Joshua Smith,Dept_28,IC,249.0,96112,2021-07-08,US,3.87
5362,Julia Livingston,Dept_36,IC,134.0,92517,2023-05-10,EU,4.75
5363,Emily Hall,Dept_50,IC,292.0,111460,2021-04-23,US,3.95
5364,Mark Henderson,Dept_24,IC,439.0,92730,2025-04-03,EU,4.64
5365,Justin Gentry,Dept_31,IC,44.0,87775,2025-05-31,EU,3.88
5366,Maria Wagner,Dept_29,IC,2.0,93541,2023-10-04,APAC,2.3
5367,James Hurley,Dept_28,IC,270.0,114956,2024-01-16,India,4.93
5368,Megan Fuentes,Dept_49,IC,79.0,78060,2023-06-15,US,2.93
5369,Jack Smith,Dept_20,IC,408.0,104323,2024-10-24,India,2.36
5370,Patricia Williams,Dept_21,IC,84.0,69561,2025-02-20,US,3.97
5371,Amy Smith,Dept_43,IC,247.0,81385,2023-10-03,APAC,2.29
5372,Michael Soto,Dept_32,IC,27.0,104250,2022-01-29,APAC,2.59
5373,Kimberly Moss,Dept_5,IC,87.0,105054,2025-05-03,India,2.19
5374,Jimmy Herrera,Dept_6,IC,215.0,115444,2023-02-05,EU,4.9
5375,David Robles,Dept_45,IC,76.0,83715,2025-09-23,US,3.77
5376,James Perez,Dept_31,IC,265.0,65346,2024-06-16,EU,3.38
5377,Brittany Padilla,Dept_20,IC,98.0,64097,2024-08-09,India,4.56
5378,Kayla Frye,Dept_18,IC,159.0,98792,2023-03-21,India,3.65
5379,Christine West,Dept_50,IC,1.0,75511,2025-02-21,APAC,3.29
5380,James Diaz,Dept_48,IC,228.0,110063,2023-11-17,APAC,4.6
5381,Theodore Adams,Dept_15,IC,397.0,81315,2022-05-08,US,4.77
5382,Erika Molina,Dept_1,IC,454.0,101660,2023-11-27,APAC,2.96
5383,Lisa Hale,Dept_49,IC,399.0,119731,2024-11-03,US,4.36
5384,Dana Norris,Dept_3,IC,323.0,113054,2021-11-11,India,2.27
5385,Jesse Cain,Dept_16,IC,356.0,61818,2022-03-05,India,2.24
5386,Kenneth Humphrey,Dept_25,IC,181.0,65242,2022-03-19,India,2.11
5387,Dr. Amanda Walker,Dept_5,IC,417.0,113183,2023-03-15,India,3.53
5388,John Bentley,Dept_23,IC,177.0,111382,2025-11-24,US,4.19
5389,Kathleen Brady,Dept_7,IC,414.0,82068,2024-12-16,APAC,2.78
5390,Christopher Lawrence,Dept_40,IC,368.0,91432,2023-03-05,India,2.75
5391,Dylan Diaz,Dept_8,IC,342.0,92215,2023-06-14,US,3.94
5392,Devin Lopez,Dept_31,IC,421.0,40352,2023-05-11,US,2.86
5393,Melissa Villa,Dept_16,IC,301.0,41651,2021-04-12,India,2.96
5394,Kyle Cruz,Dept_8,IC,160.0,110723,2024-10-08,India,4.95
5395,Sean Diaz,Dept_16,IC,390.0,119194,2023-08-27,EU,2.53
5396,Taylor Reid,Dept_35,IC,412.0,43163,2025-08-18,EU,3.77
5397,Alexandra Burns,Dept_50,IC,202.0,61013,2022-10-06,US,2.72
5398,Randy Guerra,Dept_35,IC,191.0,112703,2025-10-30,APAC,4.05
5399,Melissa Nelson,Dept_41,IC,143.0,42757,2025-10-08,APAC,3.6
5400,Joyce Green,Dept_10,IC,7.0,91346,2023-11-25,India,2.47
5401,Hannah Woodard,Dept_22,IC,358.0,51867,2025-03-13,APAC,2.85
5402,Russell Pearson,Dept_46,IC,224.0,118684,2022-09-17,EU,4.6
5403,Colton Davis,Dept_16,IC,370.0,84898,2024-10-18,APAC,2.4
5404,Rodney Lewis,Dept_13,IC,29.0,119285,2023-11-26,APAC,2.9
5405,Sarah Brown,Dept_2,IC,436.0,105947,2025-08-16,US,4.29
5406,Tara Collins,Dept_28,IC,431.0,103882,2022-07-12,US,3.52
5407,Pamela Welch,Dept_39,IC,495.0,113189,2022-01-17,APAC,4.98
5408,Patrick Stewart,Dept_39,IC,22.0,62044,2024-10-15,US,4.94
5409,Taylor Lee,Dept_8,IC,367.0,118575,2022-11-26,US,3.62
5410,Scott Moss,Dept_45,IC,371.0,76981,2022-02-24,EU,2.24
5411,Joseph Kelly,Dept_44,IC,103.0,59039,2023-02-05,APAC,3.14
5412,Matthew Rogers,Dept_22,IC,50.0,110400,2022-02-06,India,3.66
5413,Robert Mooney,Dept_4,IC,288.0,84945,2023-08-28,EU,4.4
5414,Melissa Scott,Dept_12,IC,124.0,55637,2024-05-20,US,3.78
